address,geometry
"9400 LEE ROAD, BRIGHTON, MI","[-83.7608394, 42.5060993]"
"7266 KENSINGTON RD, BRIGHTON, MI","[-83.689826, 42.4994714]"
"9827 EAST GRAND RIVER, BRIGHTON, MI","[-83.7667815, 42.5232339]"
"12500 E GRAND RIVER, BRIGHTON, MI","[-83.70214469999999, 42.5166254]"
"721 ADVANCE, BRIGHTON, MI","[-83.79002600000001, 42.536006]"
"12336 EMERSON DR, BRIGHTON, MI","[-83.6974941, 42.4989561]"
"7770 KENSINGTON COURT, BRIGHTON, MI","[-83.6863644, 42.4908568]"
"1279 RICKETT RD, BRIGHTON, MI","[-83.77095, 42.517867]"
"160 SUMMIT, BRIGHTON, MI","[-83.77642449999999, 42.5181645]"
"800 WHITNEY STREET, BRIGHTON, MI","[-83.7902124, 42.5346125]"
"1875 OLD US 23, BRIGHTON, MI","[-83.7525634, 42.5752047]"
"9040 SPICER RD, BRIGHTON, MI","[-83.768878, 42.4549136]"
"740 ADVANCE STREET, BRIGHTON, MI","[-83.79151859999999, 42.537003]"
"2040 HEISERMAN DR, BRIGHTON, MI","[-83.81033959999999, 42.5713716]"
"7500 CHALLIS ROAD, BRIGHTON, MI","[-83.7990643, 42.5426789]"
"7250 WHITMORE LAKE ROAD, BRIGHTON, MI","[-83.7619905, 42.4958397]"
"KENSINGTON ROAD, GREEN OAK TWP, MI","[-83.68960000000001, 42.5066992]"
"324 NORTH STREET, SAINT LOUIS, MI","[-84.60712, 43.395769]"
"200 MATLIN ROAD, CARLETON, MI","[-83.3847816, 42.0721587]"
"14511 ROMINE ROAD, CARLETON, MI","[-83.3628272, 42.0869756]"
"14600  ROMINE RD, CARLETON, MI","[-83.3595709, 42.0880953]"
"845 MONROE, CARLETON, MI","[-83.38882939999999, 42.0590351]"
"8355 GRAND RIVER AVENUE, BRIGHTON, MI","[-83.78857219999999, 42.5461167]"
"201 W. NORTH ST, CHELSEA, MI","[-84.02417770000001, 42.3186905]"
"6780 MCKINLEY, CHELSEA, MI","[-83.98746229999999, 42.3531944]"
"660 E INDUSTRIAL DRIVE, CHELSEA, MI","[-84.030205, 42.318864]"
"740 WEST INDUSTRIAL DR, CHELSEA, MI","[-84.03367709999999, 42.3207954]"
"5800 SIBLEY RD, CHELSEA, MI","[-84.02764719999999, 42.3230118]"
"635 E INDUSTRIAL DR, CHELSEA, MI","[-84.0321077, 42.32033029999999]"
"12433 ELLLSWORTH RD, CHELSEA, MI","[-83.9715006, 42.2236095]"
"613 E INDUSTRIAL DR, CHELSEA, MI","[-84.0317773, 42.3227668]"
"4001  MILLER ROAD, DEARBORN, MI","[-83.16281239999999, 42.3171522]"
"15201 MERCANTILE DR., DEARBORN, MI","[-83.186587, 42.3094404]"
"9400 EAGLE, DEARBORN, MI","[-83.1447735, 42.31506419999999]"
"20 MIDDLEBURRY CT, DEARBORN, MI","[-83.1903217, 42.3079455]"
"15200 COMMERCE DR NORTH, DEARBORN, MI","[-83.1881777, 42.3122164]"
"9300 DIX, DEARBORN, MI","[-83.1442885, 42.314789]"
"1600 ENTERPRISE DRIVE, DEARBORN, MI","[-83.1951707, 42.2814743]"
"1071 MILLER RD, DEARBORN, MI","[-83.1448218, 42.2944797]"
"17000 ROTUNDA DRIVE, DEARBORN, MI","[-83.20458420000001, 42.3009318]"
"2400 MILLER RD, DEARBORN, MI","[-83.1525881, 42.3049615]"
"1200  ELM ST, DEARBORN, MI","[-83.2370907, 42.3071784]"
"3001  MILLER RD, DEARBORN, MI","[-83.1563578, 42.3083375]"
"3350 GREENFIELD RD, MELVINDALE, MI","[-83.1717042, 42.2909494]"
"2380 SOUTH WABASH, MELVINDALE, MI","[-83.1701341, 42.27761479999999]"
"25435 OUTER DRIVE, MELVINDALE, MI","[-83.1724788, 42.2689381]"
"18400 RIALTO, MELVINDALE, MI","[-83.1710552, 42.27445]"
"18800 MEGINNITY AVE, MELVINDALE, MI","[-83.1748652, 42.2722621]"
"18900 RIALTO, MELVINDALE, MI","[-83.1726881, 42.2722857]"
"25445 OUTER DR, MELVINDALE, MI","[-83.17193449999999, 42.2666439]"
"18101 OAKWOOD BLVD, DEARBORN, MI","[-83.2142323, 42.2904146]"
"1641 CARROLL SHELBY WAY EAST, DEARBORN, MI","[-83.23145389999999, 42.2959807]"
"1701 VILLAGE ROAD, DEARBORN, MI","[-83.2303469, 42.3037357]"
"23460 MICHIGAN AVE, DEARBORN, MI","[-83.264901, 42.3019648]"
"23785 W MICHIGAN, DEARBORN, MI","[-83.29837839999999, 42.2957247]"
"2600 S TELEGRAPH RD, DEARBORN, MI","[-83.27205, 42.29307319999999]"
"10800 FORD RD, DEARBORN, MI","[-83.16573749999999, 42.3304882]"
"21500 OAKWOOD BLVD, DEARBORN, MI","[-83.2368829, 42.3042224]"
"17600 MICHIGAN AVE, DEARBORN, MI","[-83.22119049999999, 42.3103012]"
"6476 GREENFIELD, DEARBORN, MI","[-83.1956699, 42.3381283]"
"6011 WYOMING AVE, DEARBORN, MI","[-83.15731, 42.3349148]"
"ONE AMERICAN ROAD, DEARBORN, MI","[-83.2101594, 42.3147537]"
"8300 W. WARREN, DEARBORN, MI","[-83.1526718, 42.3468592]"
"6340 MILLER RD, DEARBORN, MI","[-83.1660725, 42.3366343]"
"8223 W WARREN AVE, DEARBORN, MI","[-83.150494, 42.3432073]"
"4343 WYOMING, DEARBORN, MI","[-83.1600426, 42.3197323]"
"17651 MICHIGAN AVE, DEARBORN, MI","[-83.2118653, 42.3107879]"
"4401 WYOMING AVE, DEARBORN, MI","[-83.159205, 42.3216737]"
"7708 APPOLINE ST, DEARBORN, MI","[-83.1681033, 42.3489099]"
"10455 FORD RD., DEARBORN, MI","[-83.1636439, 42.3292146]"
"5225 AUTO CLUB DRIVE, DEARBORN, MI","[-83.22132119999999, 42.3252132]"
"6465 WYOMING, DETROIT, MI","[-83.1577393, 42.3377831]"
"45657 PORT ST, PLYMOUTH, MI","[-83.4938571, 42.3872585]"
"23520 FORD ROAD, DEARBORN HTS, MI","[-83.2668451, 42.3273425]"
"4901 EVERGREEN RD, DEARBORN, MI","[-83.2354189, 42.3186546]"
"8155 HURON ST, DEXTER, MI","[-83.8849864, 42.3410183]"
"6055 JACKSON RD, DEXTER, MI","[-83.8496626, 42.2893313]"
"2500 BISHOP CIRCLE EAST, DEXTER, MI","[-83.87678869999999, 42.3260948]"
"2110 BISHOP CIRCLE EAST, DEXTER, MI","[-83.87728560000001, 42.3201419]"
"7222 W HURON RIVER DR, DEXTER, MI","[-83.82127489999999, 42.331332]"
"7061 DEXTER ANN ARBOR RD, DEXTER, MI","[-83.8720477, 42.325669]"
"8020 GRAND ST, DEXTER, MI","[-83.88958149999999, 42.3355537]"
"7061 DEXTER ANN ARBOR RD, DEXTER, MI","[-83.8720477, 42.325669]"
"7061 DEXTER ANN ARBOR RD, DEXTER, MI","[-83.8720477, 42.325669]"
"2800 N ZEEB RD, DEXTER, MI","[-83.8393657, 42.3100633]"
"7300 JOY RD, DEXTER, MI","[-83.8756294, 42.3430477]"
"30259 FORD ROAD, GARDEN CITY, MI","[-83.340218, 42.32500520000001]"
"15215 DAY ROAD, DUNDEE, MI","[-83.65811599999999, 41.9940621]"
"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
"6211 ANN ARBOR ROAD, DUNDEE, MI","[-83.6750398, 41.985484]"
"500 NORTH DUNHAM, DUNDEE, MI","[-83.65420569999999, 41.963079]"
"620 DUNDEE AZALIA, DUNDEE, MI","[-83.655284, 41.9877881]"
"500 YPSILANTI STREET, DUNDEE, MI","[-83.6579498, 41.9630439]"
"5800 N. ANN ARBOR RD, DUNDEE, MI","[-83.67268969999999, 41.9797579]"
"5555 N. ANN ARBOR ROAD, DUNDEE, MI","[-83.6745681, 41.9772308]"
"15215 DAY ROAD, DUNDEE, MI","[-83.65811599999999, 41.9940621]"
"17040 TECUMSEH ROAD, DUNDEE, MI","[-83.6931589, 41.9644583]"
"9150 SUDER AVENUE, ERIE, MI","[-83.4917633, 41.7791478]"
"640 LAVOY RD, ERIE, MI","[-83.5330044, 41.737506]"
"4525 E. ERIE RD, ERIE, MI","[-83.5400324, 41.7941203]"
"1740 ERIE RD, ERIE, MI","[-83.50670610000002, 41.794026]"
"26601 W HURON RIVER DR, FLAT ROCK, MI","[-83.2990919, 42.0990414]"
"1  INTERNATIONAL DR, FLAT ROCK, MI","[-83.2475951, 42.1032116]"
"26564 HURON RIVER ROAD, FLAT ROCK, MI","[-83.2940931, 42.1000982]"
"24002 VREELAND ROAD, FLAT ROCK, MI","[-83.2661971, 42.1103058]"
"3340 WILL CARLTON DRIVE, FLAT ROCK, MI","[-83.2918744, 42.0964314]"
"32163 W HURON RIVER DR, FLAT ROCK, MI","[-83.3472463, 42.1192166]"
"25664 GILBRALTAR RD, FLAT ROCK, MI","[-83.2836706, 42.0948696]"
"42268 YEAREGO DR, STERLING HTS, MI","[-83.03383, 42.6037897]"
"31850 FORD ROAD, GARDEN CITY, MI","[-83.3539765, 42.3257083]"
"32530 FORD ROAD SUITE B, GARDEN CITY, MI","[-83.36147749999999, 42.3254819]"
"7495 E M-36, HAMBURG, MI","[-83.79790349999999, 42.4547593]"
"28530 REYNOLDS, INKSTER, MI","[-83.3203161, 42.2902633]"
"2638 PRINCESS STREET, INKSTER, MI","[-83.30272029999999, 42.29359580000001]"
"4755 S OTTER CREEK, LASALLE, MI","[-83.4354441, 41.8502711]"
"13200 S DIXIE HWY, LASALLE, MI","[-83.4561044, 41.8603488]"
"1512 JOHN A PAPALAS DR, LINCOLN PARK, MI","[-83.18351229999999, 42.2562075]"
"2472 DIX RD, LINCOLN PARK, MI","[-83.1955234, 42.2484725]"
"34157 AUTRY, LIVONIA, MI","[-83.3820753, 42.3799591]"
"11770 MERRIMAN RD, LIVONIA, MI","[-83.350033, 42.37016]"
"12841 STARK RD, LIVONIA, MI","[-83.3807753, 42.37802569999999]"
"12400 BELDEN CT., LIVONIA, MI","[-83.3887876, 42.37481469999999]"
"11771 BELDEN COURT, LIVONIA, MI","[-83.38974739999999, 42.3703923]"
"12238 NEWBURGH RD, LIVONIA, MI","[-83.4110668, 42.3737254]"
"12811 FARMINGTON ROAD, LIVONIA, MI","[-83.37384709999999, 42.3777017]"
"37105 INDUSTRIAL ROAD, LIVONIA, MI","[-83.410668, 42.3790791]"
"12301 FARMINGTON RD, LIVONIA, MI","[-83.3739305, 42.37472169999999]"
"13000 LEVAN ROAD, LIVONIA, MI","[-83.40080440000001, 42.3779567]"
"11800 BELDEN COURT, LIVONIA, MI","[-83.3888711, 42.3707628]"
"30400 PLYMOUTH ROAD, LIVONIA, MI","[-83.3433708, 42.3700416]"
"11895 BELDEN COURT, LIVONIA, MI","[-83.38962699999999, 42.3730171]"
"32820 CAPITOL, LIVONIA, MI","[-83.36587449999999, 42.3734518]"
"11897 BELDEN COURT, LIVONIA, MI","[-83.3896791, 42.3730688]"
"11990 MAYFIELD, LIVONIA, MI","[-83.3665491, 42.3726797]"
"11891 BELDEN COURT, LIVONIA, MI","[-83.3897408, 42.37285869999999]"
"12202 NEWBURGH ROAD, LIVONIA, MI","[-83.4110668, 42.3737254]"
"31774  ENTERPRISE DR, LIVONIA, MI","[-83.35545019999999, 42.3729794]"
"31500 PAMCO COURT, LIVONIA, MI","[-83.3549785, 42.3793639]"
"33430 SCHOOLCRAFT RD, LIVONIA, MI","[-83.37363839999999, 42.3831615]"
"12001 LEVAN RD, LIVONIA, MI","[-83.4025566, 42.37032689999999]"
"11877 BELDEN COURT, LIVONIA, MI","[-83.3897265, 42.3720942]"
"13211 MERRIMAN, LIVONIA, MI","[-83.355396, 42.3783933]"
"32570 PLYMOUTH, LIVONIA, MI","[-83.3653862, 42.3688862]"
"35500  PLYMOUTH RD, LIVONIA, MI","[-83.3911244, 42.3712755]"
"36200  PLYMOUTH RD, LIVONIA, MI","[-83.3983011, 42.37153620000001]"
"12600 STARK, LIVONIA, MI","[-83.3784381, 42.3760538]"
"31752 ENTERPRISE DRIVE, LIVONIA, MI","[-83.3548793, 42.3697817]"
"35521 INDUSTRIAL ROAD, LIVONIA, MI","[-83.39354449999999, 42.378074]"
"34039 SCHOOLCRAFT RD, LIVONIA, MI","[-83.3801075, 42.3816606]"
"39130 PLYMOUTH RD, LIVONIA, MI","[-83.42941239999999, 42.37191989999999]"
"12250 BELDEN COURT, LIVONIA, MI","[-83.3889128, 42.3730232]"
"11864 BELDEN COURT, LIVONIA, MI","[-83.3888711, 42.371222]"
"12225  MERRIMAN RD, LIVONIA, MI","[-83.3532876, 42.3738129]"
"11770 BELDEN COURT, LIVONIA, MI","[-83.38882939999999, 42.3703394]"
"11889 BELDEN COURT, LIVONIA, MI","[-83.3896183, 42.372644]"
"28700 PLYMOUTH ROAD, LIVONIA, MI","[-83.3211516, 42.3753304]"
"38521 SCHOOLCRAFT ROAD, LIVONIA, MI","[-83.4228291, 42.3804478]"
"11875 BELDEN COURT, LIVONIA, MI","[-83.3895745, 42.3720437]"
"12499 BELDEN COURT, LIVONIA, MI","[-83.3897832, 42.3740067]"
"12350 BELDEN COURT, LIVONIA, MI","[-83.3888711, 42.3741306]"
"36520 AMRHEIN, LIVONIA, MI","[-83.4027385, 42.3748911]"
"13301 LEVAN RD, LIVONIA, MI","[-83.40461499999999, 42.3783699]"
"11871 BELDEN COURT, LIVONIA, MI","[-83.3897557, 42.37183719999999]"
"11675 BELDEN COURT, LIVONIA, MI","[-83.3896529, 42.36902509999999]"
"30111 SCHOOLCRAFT, LIVONIA, MI","[-83.3404477, 42.3821934]"
"11873 BELDEN COURT, LIVONIA, MI","[-83.3896135, 42.371834]"
"37819 SCHOOLCRAFT RD, LIVONIA, MI","[-83.4169749, 42.3791352]"
"12333 BELDEN COURT, LIVONIA, MI","[-83.38987259999999, 42.3735761]"
"11850 BELDEN COURT, LIVONIA, MI","[-83.3891079, 42.37072149999999]"
"12555 BELDEN COURT, LIVONIA, MI","[-83.38987259999999, 42.3746476]"
"11801 BELDEN COURT, LIVONIA, MI","[-83.3897057, 42.3708109]"
"36630 COMMERCE, LIVONIA, MI","[-83.40355790000001, 42.3725279]"
"12068 MARKET STREET, LIVONIA, MI","[-83.4041419, 42.3711071]"
"12700 FAIRLANE, LIVONIA, MI","[-83.38507369999999, 42.3756335]"
"31374 SCHOOLCRAFT RD, LIVONIA, MI","[-83.3527866, 42.38377089999999]"
"11887 BELDEN COURT, LIVONIA, MI","[-83.3896585, 42.3726255]"
"35255 GLENDALE STREET, LIVONIA, MI","[-83.3902064, 42.3757384]"
"11876 BELDEN COURT, LIVONIA, MI","[-83.38870419999999, 42.3716717]"
"35955 SCHOOLCRAFT RD, LIVONIA, MI","[-83.39729969999999, 42.3803569]"
"11700 BELDEN COURT, LIVONIA, MI","[-83.38884, 42.3698539]"
"12270 BELDEN COURT, LIVONIA, MI","[-83.3888711, 42.37336519999999]"
"11881 AND 11879 BELDEN COURT, LIVONIA, MI","[-83.3896075, 42.37223119999999]"
"32306 & 32235 WEST CHICAGO, LIVONIA, MI","[-83.3624188, 42.36122599999999]"
"11898 BELDEN COURT, LIVONIA, MI","[-83.3889128, 42.3719516]"
"39000 SEVEN MILE RD, LIVONIA, MI","[-83.4281673, 42.4281839]"
"20000 HAGGERTY ROAD, LIVONIA, MI","[-83.4294809, 42.4316809]"
"30365 SCHOOLCRAFT RD, LIVONIA, MI","[-83.34275079999999, 42.382237]"
"32233 W  EIGHT MILE RD, LIVONIA, MI","[-83.36440979999999, 42.4403273]"
"33030 W 7 MILE RD, LIVONIA, MI","[-83.3708649, 42.4267921]"
"19000 SAINT JOE'S PARKWAY, LIVONIA, MI","[-83.4257525, 42.422019]"
"37416 W SEVEN MILE RD, LIVONIA, MI","[-83.4146959, 42.4256897]"
"39020 SEVEN MILE ROAD, LIVONIA, MI","[-83.4297005, 42.425241]"
"37633 5 MILE ROAD, LIVONIA, MI","[-83.4157536, 42.3962033]"
"31039 SCHOOLCRAFT ROAD, LIVONIA, MI","[-83.3485082, 42.3820888]"
"15451 FARMINGTON, LIVONIA, MI","[-83.3740558, 42.398718]"
"36475  FIVE MILE RD, LIVONIA, MI","[-83.40436439999999, 42.3945553]"
"4180 LUNA PIER ROAD, LUNA PIER, MI","[-83.4474207, 41.8103487]"
"12201  PLEASANT LAKE RD, MANCHESTER, MI","[-83.9688039, 42.2069489]"
"100 EAST MAIN STREET, MANCHESTER, MI","[-84.0401399, 42.1497292]"
"6700 MICHIGAN STATE ROAD M-52, MANCHESTER, MI","[-84.0332648, 42.2264985]"
"10501 M-52, MANCHESTER, MI","[-84.01982009999999, 42.1460182]"
"6837 SCOFIELD RD, MAYBEE, MI","[-83.497294, 42.02084809999999]"
"6837 SCOFIELD RD, MAYBEE, MI","[-83.497294, 42.02084809999999]"
"620 S PLATT RD, MILAN, MI","[-83.6969958, 42.0729559]"
"800  COUNTY ST, MILAN, MI","[-83.66709039999999, 42.0823965]"
"BOX 9999, EAST ARKONA ROAD, MILAN, MI","[-83.6863154, 42.098546]"
"951 COUNTY ST, MILAN, MI","[-83.6677551, 42.0861285]"
"13905 SANFORD RD, MILAN, MI","[-83.6605259, 42.0859602]"
"345 E MAIN ST, MILAN, MI","[-83.6753573, 42.08204420000001]"
"15203 S TELEGRAPH, MONROE, MI","[-83.4379876, 41.891408]"
"1510 E FIRST ST, MONROE, MI","[-83.38060829999999, 41.90523779999999]"
"3500 EAST FRONT STREET, MONROE, MI","[-83.3462521, 41.8925555]"
"612 KAYE LANI AVENUE, MONROE, MI","[-83.4130899, 41.9167]"
"3000 E FRONT STREET, MONROE, MI","[-83.36040589999999, 41.8949585]"
"3125 E FRONT ST, MONROE, MI","[-83.3558546, 41.8945507]"
"425 BORCHERT PARK DRIVE, MONROE, MI","[-83.36839560000001, 41.8972322]"
"911 S RAISINVILLE RD, MONROE, MI","[-83.4625629, 41.9266505]"
"3500 E FRONT ST, MONROE, MI","[-83.3462521, 41.8925555]"
"3000 E FRONT ST, MONROE, MI","[-83.36040589999999, 41.8949585]"
"111 BORCHERT PARK DRIVE, MONROE, MI","[-83.3694226, 41.894862]"
"1625 ROSE ST, MONROE, MI","[-83.3670016, 41.9205874]"
"1151 W ELM AVE, MONROE, MI","[-83.4099823, 41.9254569]"
"1500 TELB ST, MONROE, MI","[-83.36875479999999, 41.9155167]"
"525 TERNES DR, MONROE, MI","[-83.3678365, 41.917548]"
"3300 WOLVERINE DR, MONROE, MI","[-83.34975399999999, 41.9607243]"
"1833 FRENCHTOWN CENTER DRIVE, MONROE, MI","[-83.3505528, 41.9337595]"
"2200 REVARD RD., MONROE, MI","[-83.3492167, 41.9318299]"
"37015 PENNSYLVANIA RD, NEW BOSTON, MI","[-83.400909, 42.179213]"
"36506 SIBLEY RD, NEW BOSTON, MI","[-83.394589, 42.166064]"
"23400 BELL ROAD, NEW BOSTON, MI","[-83.3849485, 42.1338674]"
"28800  CLARK RD, NEW BOSTON, MI","[-83.42278739999999, 42.0940085]"
"19155 SHOOK, NEW BOSTON, MI","[-83.3936906, 42.1639072]"
"56555 PONTIAC TRAIL, NEW HUDSON, MI","[-83.61098950000002, 42.5189555]"
"56195 PONTIAC TRAIL, NEW HUDSON, MI","[-83.60752099999999, 42.518624]"
"30150 SOUTH HILL RD., NEW HUDSON, MI","[-83.59484309999999, 42.510905]"
"29201 MILFORD RD, NEW HUDSON, MI","[-83.61638459999999, 42.50210329999999]"
"29547 COSTELLO DR, NEW HUDSON, MI","[-83.6088429, 42.506181]"
"30000 S HILL RD, NEW HUDSON, MI","[-83.59259700000001, 42.510703]"
"30165 SOUTH HILL, NEW HUDSON, MI","[-83.5986242, 42.5103361]"
"30547 LYON CENTER DR EAST, NEW HUDSON, MI","[-83.6117484, 42.5144261]"
"5380 S. MILFORD RD., NEW HUDSON, MI","[-83.6161857, 42.5170856]"
"55390 LYON INDUSTRIAL DR., NEW HUDSON, MI","[-83.60216299999999, 42.5126885]"
"57575 TRAVIS ROAD, NEW HUDSON, MI","[-83.6199603, 42.4987127]"
"29600 W.K. SMITH ROAD, NEW HUDSON, MI","[-83.5824471, 42.507233]"
"29700 W. K. SMITH DRIVE, NEW HUDSON, MI","[-83.5819574, 42.508382]"
"1701 OAK ST, NILES, MI","[-86.23428919999999, 41.827179]"
"6400 NORTH DIXIE HIGHWAY, NEWPORT, MI","[-83.2897057, 41.9688627]"
"8475 PORT SUNLIGHT ROAD, NEWPORT, MI","[-83.24577049999999, 42.0015352]"
"7250 REAUME RD, NEWPORT, MI","[-83.2332229, 42.007962]"
"47407 7 MILE RD, NORTHVILLE, MI","[-83.5122264, 42.4228426]"
"42295 W 7 MILE RD, NORTHVILLE, MI","[-83.4626254, 42.422757]"
"9440  NAPIER RD, NORTHVILLE, MI","[-83.5484479, 42.427692]"
"710 EIGHT MILE RD, NORTHVILLE, MI","[-83.4927115, 42.4375458]"
"ONE VANILLA LANE, NORTHVILLE, MI","[-83.4868774, 42.3898887]"
"550 WEST SEVEN MILE ROAD, NORTHVILLE, MI","[-83.4759409, 42.4251794]"
"NAPIER AND 6 MILE RD, NORTHVILLE, MI","[-83.5503746, 42.4070668]"
"10690 W. SIX MILE RD, NORTHVILLE, MI","[-83.55644079999999, 42.4065965]"
"15620 TECHNOLOGY DRIVE, NORTHVILLE, MI","[-83.50443779999999, 42.3978834]"
"7871 CHUBB ROAD, NORTHVILLE, MI","[-83.5704231, 42.4030208]"
"47050 FIVE MILE RD, NORTHVILLE, MI","[-83.5071869, 42.3953611]"
"15810 CENTENNIAL DR, NORTHVLLE TWP, MI","[-83.4999734, 42.3983799]"
"8800 PINCKNEY ROAD, PINCKNEY, MI","[-83.93673749999999, 42.472774]"
"49200 HALYARD DR, PLYMOUTH, MI","[-83.5268431, 42.3854531]"
"1316 ANN ARBOR RD, PLYMOUTH, MI","[-83.47506779999999, 42.35874039999999]"
"13101 ECKLES RD, PLYMOUTH, MI","[-83.432672, 42.3787156]"
"45789 PORT ST, PLYMOUTH, MI","[-83.4951902, 42.3867219]"
"47519 HALYARD DRIVE, PLYMOUTH, MI","[-83.5111852, 42.3845675]"
"14920 KEEL STREET, PLYMOUTH, MI","[-83.494857, 42.392213]"
"47576 HALYARD DRIVE, PLYMOUTH, MI","[-83.51393399999999, 42.3844935]"
"45889 MAST STREET, PLYMOUTH, MI","[-83.49585680000001, 42.3892087]"
"9120 GENERAL DRIVE, PLYMOUTH, MI","[-83.4534343, 42.3554834]"
"15169 NORTHVILLE RD, PLYMOUTH, MI","[-83.4686479, 42.3942801]"
"40600 PLYMOUTH RD, PLYMOUTH, MI","[-83.4429701, 42.3750582]"
"47001 PORT ST, PLYMOUTH, MI","[-83.5052709, 42.3864519]"
"909 NORTH SHELDON ROAD, PLYMOUTH, MI","[-83.483358, 42.3809982]"
"47460 GALLEON DR, PLYMOUTH, MI","[-83.5107687, 42.3878349]"
"46401 COMMERCE CENTER DR, PLYMOUTH, MI","[-83.49943929999999, 42.3838251]"
"13505 HAGGERTY RD, PLYMOUTH, MI","[-83.4486697, 42.3782431]"
"201 INDUSTRIAL DR, PLYMOUTH, MI","[-83.449004, 42.37281249999999]"
"46600 PORT STREET, PLYMOUTH, MI","[-83.5021885, 42.3892618]"
"14900 GALLEON COURT, PLYMOUTH, MI","[-83.5130741, 42.38949059999999]"
"936 SHELDON RD, PLYMOUTH, MI","[-83.4795245, 42.3809332]"
"9173 GENERAL COURT, PLYMOUTH, MI","[-83.4566857, 42.35498]"
"45605 HELM ST, PLYMOUTH, MI","[-83.4929406, 42.3911093]"
"45755 FIVE MILE RD, PLYMOUTH, MI","[-83.4945237, 42.3943367]"
"45145 FIVE MILE RD, PLYMOUTH, MI","[-83.4888248, 42.3948505]"
"1360 W ANN ARBOR RD, PLYMOUTH, MI","[-83.47661680000002, 42.3591324]"
"47373 FIVE MILE ROAD, PLYMOUTH, MI","[-83.5095193, 42.3936567]"
"300 DUNN ST, PLYMOUTH, MI","[-83.4641884, 42.3831208]"
"42105 POSTIFF DRIVE, PLYMOUTH, MI","[-83.45710249999999, 42.3563055]"
"43955 PLYMOUTH OAKS BLVD, PLYMOUTH, MI","[-83.47068999999999, 42.3821139]"
"14425 SHELDON RD, PLYMOUTH, MI","[-83.4863579, 42.3863732]"
"14200 NORTH HAGGERTY ROAD, PLYMOUTH, MI","[-83.44483939999999, 42.3834228]"
"14988 PILOT DR., PLYMOUTH, MI","[-83.5028402, 42.3932003]"
"43939 PLYMOUTH OAKS BLVD, PLYMOUTH TWP, MI","[-83.47094009999999, 42.3835823]"
"1545 WEST ANN ARBOR RD, PLYMOUTH TWP, MI","[-83.47821189999999, 42.3582172]"
"14655 JIB STREET, PLYMOUTH TWP, MI","[-83.4931072, 42.3892822]"
"20837 N HURON RIVER DR, BROWNSTOWN, MI","[-83.23456139999999, 42.0670696]"
"34001 W JEFFERSON AVE, BROWNSTOWN, MI","[-83.2133542, 42.060361]"
"27800 W.JEFFERSON AVENUE, GIBRALTAR, MI","[-83.1987252, 42.1066688]"
"21702 HURON RIVER DR., ROCKWOOD, MI","[-83.24262999999999, 42.066947]"
"21293 RUSSELL, ROCKWOOD, MI","[-83.24060539999999, 42.0754879]"
"21220 HURON RIVER DR, ROCKWOOD, MI","[-83.2403126, 42.0676589]"
"20837 N HURON RIVER DR, ROCKWOOD, MI","[-83.23456139999999, 42.0670696]"
"38100 ECORSE, ROMULUS, MI","[-83.4124851, 42.2535747]"
"8744 INKSTER ROAD, ROMULUS, MI","[-83.3104987, 42.2435627]"
"DETROIT METROPOLITAN AIRPORT, ROMULUS, MI","[-83.3553642, 42.2162491]"
"38100 JAY KAY DRIVE, ROMULUS, MI","[-83.4140074, 42.2633932]"
"13501 HURON RIVER RD, ROMULUS, MI","[-83.40130599999999, 42.204325]"
"12275 HURON RIVER DR, ROMULUS, MI","[-83.4038163, 42.21366280000001]"
"34846 GODDARD RD., ROMULUS, MI","[-83.38110910000002, 42.2253699]"
"8900 INKSTER RD, ROMULUS, MI","[-83.3092871, 42.2423795]"
"25555  PENNSYLVANIA RD, ROMULUS, MI","[-83.28329529999999, 42.182654]"
"36880 ECORSE RD, ROMULUS, MI","[-83.4019696, 42.252258]"
"38127 ECORSE RD, ROMULUS, MI","[-83.4119011, 42.2511629]"
"32280 WICK ROAD, ROMULUS, MI","[-83.3561684, 42.2384891]"
"28685 SMITH RD, ROMULUS, MI","[-83.3190212, 42.2459012]"
"15500 OAKWOOD, ROMULUS, MI","[-83.3933776, 42.1879169]"
"28200 WICK ROAD, ROMULUS, MI","[-83.317646, 42.240014]"
"34822 GODDARD RD, ROMULUS, MI","[-83.3798571, 42.2258349]"
"28001 CITRIN DR, ROMULUS, MI","[-83.3097049, 42.2450892]"
"15520 WAYNE ROAD, ROMULUS, MI","[-83.3779373, 42.1884853]"
"28470 CITRIN DRIVE, ROMULUS, MI","[-83.31739999999999, 42.2440137]"
"29120 WICK RD, ROMULUS, MI","[-83.32572549999999, 42.2395209]"
"39001 HURON RIVER DRIVE, ROMULUS, MI","[-83.4216366, 42.2150763]"
"6760 METROPLEX DRIVE, ROMULUS, MI","[-83.3326798, 42.2581649]"
"37500 NORTHLINE ROAD, ROMULUS, MI","[-83.4073645, 42.2109372]"
"13395 HURON RIVER DR, ROMULUS, MI","[-83.40324799999999, 42.2056091]"
"36345 VAN BORN RD, ROMULUS, MI","[-83.3956099, 42.2658547]"
"11380  HARRISON RD, ROMULUS, MI","[-83.317623, 42.224655]"
