id,name,address,city,zip_code,county,full_address
N7885,"RJ TORCHING, INC.",G-5167 N DORT HWY,FLINT,48505,GENESEE,"G-5167 N DORT HWY, FLINT, MI"
P0176,SPEEDWAY SUPERAMERICA LLC SSA #8755,2805 N SAGINAW,FLINT,48505,GENESEE,"2805 N SAGINAW, FLINT, MI"
N5211,STONECO OF MICHIGAN,6301 BELLEVIEW,FLINT,48505,GENESEE,"6301 BELLEVIEW, FLINT, MI"
D2044,SUPERIOR MATERIALS LLC,G-5300 N. DORT HIGHWAY,FLINT,48505,GENESEE,"G-5300 N. DORT HIGHWAY, FLINT, MI"
N7256,UNIVERSAL COATING INC.,5204 ENERGY DR.,FLINT,48505,GENESEE,"5204 ENERGY DR., FLINT, MI"
N7710,URBAN COMMUNITY YOUTH OUTREACH,1110 E PHILADELPHIA ST,FLINT,48505,GENESEE,"1110 E PHILADELPHIA ST, FLINT, MI"
U251905938,2019-021-10,1726 LEITH ST.,FLINT,48506,GENESEE,"1726 LEITH ST., FLINT, MI"
U251910449,416 S. GRAND TRAVERSE,416 S. GRAND TRAVERSE,FLINT,48506,GENESEE,"416 S. GRAND TRAVERSE, FLINT, MI"
N5317,ADMIRAL PETROLEUM CO #124,3802 DAVISON RD,FLINT,48506,GENESEE,"3802 DAVISON RD, FLINT, MI"
U25090231,BURNASH WRECKING,3842 ROBERT T. LONGWAY (MAILING ADDRESS),FLINT,48506,GENESEE,"3842 ROBERT T. LONGWAY (MAILING ADDRESS), FLINT, MI"
P1148,"BURNASH WRECKING, INC.",1620 INDUSTRIAL AVENUE,FLINT,48506,GENESEE,"1620 INDUSTRIAL AVENUE, FLINT, MI"
N1366,CORSAIR ENGINEERING INC.,2702 N DORT HWY,FLINT,48506,GENESEE,"2702 N DORT HWY, FLINT, MI"
A1177,DPH ENVIRONMENTAL RESPONSE TRUST / LE POTEMANE 28,1101 N. CENTER RD,FLINT,48506,GENESEE,"1101 N. CENTER RD, FLINT, MI"
N1415,LORBEC METALS USA LTD,3415 WESTERN RD,FLINT,48506,GENESEE,"3415 WESTERN RD, FLINT, MI"
A1133,MID STATE PLATING CO.,602 KELSO ST,FLINT,48506,GENESEE,"602 KELSO ST, FLINT, MI"
EN2500006,PRO CLEAN INC,3802 E COURT ST,FLINT,48506,GENESEE,"3802 E COURT ST, FLINT, MI"
B7355,STOKES STEEL TREATING CO,624 KELSO ST,FLINT,48506,GENESEE,"624 KELSO ST, FLINT, MI"
P0126,ANDROID INDUSTRIES,4444 W MAPLE AVE,FLINT,48507,GENESEE,"4444 W MAPLE AVE, FLINT, MI"
P1122,"GROUND EFFECTS, LLC",3435 VAN SLYKE ROAD,FLINT,48507,GENESEE,"3435 VAN SLYKE ROAD, FLINT, MI"
B1601,"KOEGEL MEATS, INC.",3400 WEST BRISTOL ROAD,FLINT,48507,GENESEE,"3400 WEST BRISTOL ROAD, FLINT, MI"
N6593,MONROE TRUCK EQUIPMENT,2400 REO DR,FLINT,48507,GENESEE,"2400 REO DR, FLINT, MI"
N1133,PREMIERE PACKAGING CO,6220 LEHMAN DR,FLINT,48507,GENESEE,"6220 LEHMAN DR, FLINT, MI"
N7345,RAINBOW COATINGS OF MICHIGAN,2716 LIPPINCOTT BOULEVARD,FLINT,48507,GENESEE,"2716 LIPPINCOTT BOULEVARD, FLINT, MI"
N7239,SPEEDWAY,G3247 SOUTH LINDEN ROAD,FLINT,48507,GENESEE,"G3247 SOUTH LINDEN ROAD, FLINT, MI"
N3718,SPEEDWAY #8752,G5252 W. MILLER ROAD,FLINT,48507,GENESEE,"G5252 W. MILLER ROAD, FLINT, MI"
N8095,SPEEDWAY SUPERAMERICA LLC (REM SITE SSA 8749),G-2169 W BRISTOL RD,FLINT,48507,GENESEE,"G-2169 W BRISTOL RD, FLINT, MI"
N3397,VALLEY TIRE (NO GAS),G-5010 MILLER ROAD,FLINT,48507,GENESEE,"G-5010 MILLER ROAD, FLINT, MI"
B6004,VETERINARY MEDICAL HOSPITAL,G 3252 MILLER RD,FLINT,48507,GENESEE,"G 3252 MILLER RD, FLINT, MI"
N1332,MACKENZIE CRUSHING LLC,3178 S. DYE ROAD,FLINT TWP,48507,GENESEE,"3178 S. DYE ROAD, FLINT TWP, MI"
N8296,SUNOCO INC (REM SITE),4012 DAVISON RD,BURTON,48509,GENESEE,"4012 DAVISON RD, BURTON, MI"
N7625,SUNOCO INC. (R & M),5479 LAPEER RD,BURTON,48509,GENESEE,"5479 LAPEER RD, BURTON, MI"
B1597,ACE-SAGINAW PAVING CO. PLANT 3,4190 JIMBO DR,BURTON,48529,GENESEE,"4190 JIMBO DR, BURTON, MI"
N7635,DMSK ENTERPRISES INC DBA MAACO COLLISION REPAIR,3345 DORT HWY,BURTON,48529,GENESEE,"3345 DORT HWY, BURTON, MI"
N7858,TRI CITY AGGREGATES,3251 BRISTOL RD,BURTON,48529,GENESEE,"3251 BRISTOL RD, BURTON, MI"
N7737,ZITO CONSTRUCTION CO,2374 RED ARROW RD,BURTON,48529,GENESEE,"2374 RED ARROW RD, BURTON, MI"
B1598,FLINT WATER POLLUTION CONTROL FACILITY,G-4652 BEECHER RD,FLINT,48532,GENESEE,"G-4652 BEECHER RD, FLINT, MI"
D3699,MCLAREN FLINT,401 S BALLENGER HWY,FLINT,48532,GENESEE,"401 S BALLENGER HWY, FLINT, MI"
N6684,PATSY LOU WILLIAMSON BUICK GMC INC,G-5111 CORUNNA ROAD,FLINT,48532,GENESEE,"G-5111 CORUNNA ROAD, FLINT, MI"
B1606,GENERAL MOTORS LLC FLINT ASSEMBLY,G-3100  VAN SLYKE RD.,FLINT,48551,GENESEE,"G-3100  VAN SLYKE RD., FLINT, MI"
B1607,GM FLINT ENGINE OPERATIONS,2100 W. BRISTOL RD.,FLINT,48552,GENESEE,"2100 W. BRISTOL RD., FLINT, MI"
N6799,EXCELL AGGREGATES LLC,871 S BOULEVARD,PONTIAC,48552,OAKLAND,"871 S BOULEVARD, PONTIAC, MI"
B1608,GENERAL MOTORS LLC FLINT METAL CENTER,G-2238 BRISTOL RD,FLINT,48553,GENESEE,"G-2238 BRISTOL RD, FLINT, MI"
B1604,GM LLC CUSTOMER CARE & AFTERSALES - SWARTZ CREEK,6060 W. BRISTOL RD.,FLINT,48554,GENESEE,"6060 W. BRISTOL RD., FLINT, MI"
P0730,FIRST NATIONAL BANK OF LAKE CITY,NORTH MITCHELL,CADILLAC,48601,WEXFORD,"NORTH MITCHELL, CADILLAC, MI"
P0476,FRANKE SEPTIC TANK SERVICE LLC,11894 S MACKINAW TRAIL,CADILLAC,48601,WEXFORD,"11894 S MACKINAW TRAIL, CADILLAC, MI"
U731805167,800 HOYT AVENUE,800 HOYT AVENUE,SAGINAW,48601,SAGINAW,"800 HOYT AVENUE, SAGINAW, MI"
U731805166,802 HOYT AVENUE,802 HOYT AVENUE,SAGINAW,48601,SAGINAW,"802 HOYT AVENUE, SAGINAW, MI"
M1952,ACENSION ST. MARYS SAGINAW,800 S WASHINGTON AVE,SAGINAW,48601,SAGINAW,"800 S WASHINGTON AVE, SAGINAW, MI"
N1580,ACE-SAGINAW PAVING COMPANY - PLANT 9,4711 VETERANS MEMORIAL HIGHWAY,SAGINAW,48601,SAGINAW,"4711 VETERANS MEMORIAL HIGHWAY, SAGINAW, MI"
A6153,B & P PROCESS EQUIPMENT AND SYSTEMS  LLC,1000 HESS ST,SAGINAW,48601,SAGINAW,"1000 HESS ST, SAGINAW, MI"
N5324,BERNIER CAST METAL INC,2626 HESS ST,SAGINAW,48601,SAGINAW,"2626 HESS ST, SAGINAW, MI"
U73080226,DEISIG PRECISION DRAINAGE,6805 BECKER RD.,SAGINAW,48601,SAGINAW,"6805 BECKER RD., SAGINAW, MI"
N8036,DORSEY COMPANY,1865 WICCO DR,SAGINAW,48601,SAGINAW,"1865 WICCO DR, SAGINAW, MI"
B1991,GM LLC SAGINAW METAL CASTING OPERATIONS,1629 N. WASHINGTON,SAGINAW,48601,SAGINAW,"1629 N. WASHINGTON, SAGINAW, MI"
N7797,GOOD NEIGHBORS' MISSION,1318 CHERRY ST,SAGINAW,48601,SAGINAW,"1318 CHERRY ST, SAGINAW, MI"
A6175,NEXTEER AUTOMOTIVE CORPORATION,3900 HOLLAND ROAD,SAGINAW,48601,SAGINAW,"3900 HOLLAND ROAD, SAGINAW, MI"
N1749,PLASTATECH ENGINEERING LTD,725 MORLEY DR,SAGINAW,48601,SAGINAW,"725 MORLEY DR, SAGINAW, MI"
N6765,"REAL ALLOY SPECIFICATION, LLC",2600 NODULAR DRIVE,SAGINAW,48601,SAGINAW,"2600 NODULAR DRIVE, SAGINAW, MI"
B1993,TRW INTEGRATED CHASSIS SYSTEMS,2328 E. GENESEE AVE.,SAGINAW,48601,SAGINAW,"2328 E. GENESEE AVE., SAGINAW, MI"
B1995,U S GRAPHITE  INC,1621 HOLLAND AVE,SAGINAW,48601,SAGINAW,"1621 HOLLAND AVE, SAGINAW, MI"
K2899,ALEDA E LUTZ VA MEDICAL,1500 WEISS ST,SAGINAW,48602,SAGINAW,"1500 WEISS ST, SAGINAW, MI"
M1954,COVENANT HEALTH CARE,700 COOPER ST,SAGINAW,48602,SAGINAW,"700 COOPER ST, SAGINAW, MI"
N0844,RIFKIN SCRAP IRON AND METAL COMPANY,1445 N NIAGAR ST,SAGINAW,48602,SAGINAW,"1445 N NIAGAR ST, SAGINAW, MI"
N1258,SCIENTIFIC BRAKE & EQUIPMENT CO,314 W GENESEE,SAGINAW,48602,SAGINAW,"314 W GENESEE, SAGINAW, MI"
B3607,THOMAS AEROSPACE & DEFENSE,628 N HAMILTON,SAGINAW,48602,SAGINAW,"628 N HAMILTON, SAGINAW, MI"
EN7300004,WARWICK CLEANERS,2121 WARWICK,SAGINAW,48602,SAGINAW,"2121 WARWICK, SAGINAW, MI"
N7303,BLUEWATER GAS STORAGE FACILITY,333 SOUTH WALES CENTER ROAD,COLUMBUS,48603,SAINT CLAIR,"333 SOUTH WALES CENTER ROAD, COLUMBUS, MI"
N6296,ELITE CLEANROOM SERVICES LLC   (GLEAM AMERICA INC),6875 ROCHESTER RD,ROCHESTER HLS,48603,OAKLAND,"6875 ROCHESTER RD, ROCHESTER HLS, MI"
EN7300025,DELUXE DRY CLEANERS INC,2700 BAY RD,SAGINAW,48603,SAGINAW,"2700 BAY RD, SAGINAW, MI"
N8052,EGGERS EXCAVATING,1518 QUEEN ST,SAGINAW,48603,SAGINAW,"1518 QUEEN ST, SAGINAW, MI"
N8343,GOWER CORPORATION,2840 UNIVERSAL DR,SAGINAW,48603,SAGINAW,"2840 UNIVERSAL DR, SAGINAW, MI"
EN7300008,SHARP CLEANERS,2058 N CENTER,SAGINAW,48603,SAGINAW,"2058 N CENTER, SAGINAW, MI"
N1529,SHIELDS MANUFACTURING,1320 S. GRAHAM ROAD,SAGINAW,48603,SAGINAW,"1320 S. GRAHAM ROAD, SAGINAW, MI"
N5209,HENSLER FURNITURE REFINISHING,3100 CHRISTY WAY,SAGINAW TWP,48603,SAGINAW,"3100 CHRISTY WAY, SAGINAW TWP, MI"
N7168,AMERICAN AGGREGATES-TELSMITH 52G PORTABLE CRUSHER,2981 CARROLLTON ROAD,SAGINAW,48604,SAGINAW,"2981 CARROLLTON ROAD, SAGINAW, MI"
N8310,BOND TRUCKING CO,2490 KOCHVILLE RD,SAGINAW,48604,SAGINAW,"2490 KOCHVILLE RD, SAGINAW, MI"
P0813,BOND TRUCKING COMPANY,2490 E. KOCHVILLE ROAD,SAGINAW,48604,SAGINAW,"2490 E. KOCHVILLE ROAD, SAGINAW, MI"
N6325,CHAMPAGNE & MARX EXC INC,CHAMPAGNE & MARX EXC.,SAGINAW,48604,SAGINAW,"CHAMPAGNE & MARX EXC., SAGINAW, MI"
N6709,CHAMPAGNE & MARX EXCAVATING INC.,1445 LIBERTY ROAD,SAGINAW,48604,SAGINAW,"1445 LIBERTY ROAD, SAGINAW, MI"
B7160,HAMILTON ELECTRIC,3175 PIERCE RD,SAGINAW,48604,SAGINAW,"3175 PIERCE RD, SAGINAW, MI"
N7136,LEVY,2981 CARROLLTON ROAD,SAGINAW,48604,SAGINAW,"2981 CARROLLTON ROAD, SAGINAW, MI"
C3601,SAGINAW VALLEY STATE UNIVERSITY,7400 BAY ROAD,SAGINAW,48604,SAGINAW,"7400 BAY ROAD, SAGINAW, MI"
N5746,HOLCIM (US) INC. D/B/A LAFARGE ZILWAUKEE TERMINAL,900 N ADAMS RD,ZILWAUKEE,48604,SAGINAW,"900 N ADAMS RD, ZILWAUKEE, MI"
N7781,AT&T,309 WASHINGTON ST,SAGINAW,48605,SAGINAW,"309 WASHINGTON ST, SAGINAW, MI"
B7180,SAGINAW WILBERT VAULT CORP,2810 HESS ST,SAGINAW,48605,SAGINAW,"2810 HESS ST, SAGINAW, MI"
B6607,AUBURN BEAN & GRAIN COMPANY,315 N AUBURN ROAD,AUBURN,48611,BAY,"315 N AUBURN ROAD, AUBURN, MI"
B4022,DOW SILICONES CORPORATION,5300 11 MILE RD,AUBURN,48611,BAY,"5300 11 MILE RD, AUBURN, MI"
U18147729,TRI R HOTEL,305 & 307 W. 5TH,CLARE,48611,CLARE,"305 & 307 W. 5TH, CLARE, MI"
A1247,BROWN MACHINE GROUP,330 N ROSS,BEAVERTON,48612,GLADWIN,"330 N ROSS, BEAVERTON, MI"
N3834,"LAUR SILICONE, INC.",4930 SOUTH M-18,BEAVERTON,48612,GLADWIN,"4930 SOUTH M-18, BEAVERTON, MI"
P0840,SAINT-GOBAIN PERFORMANCE PLASTICS,3910 TERRY DIANE STREET,BEAVERTON,48612,48612,"3910 TERRY DIANE STREET, BEAVERTON, MI"
P0271,SOUTH BUCKEYE 127 CPF - GAS PLANT,278 BADGER ROAD,BEAVERTON,48612,48612,"278 BADGER ROAD, BEAVERTON, MI"
N0485,TEAM ELMER'S - BEAVERTON,2302 M-18,BEAVERTON,48612,48612,"2302 M-18, BEAVERTON, MI"
P1124,"MEMORIAL FIELDS CREMATORY, LLC",375 ENTERPRISE DRIVE,BRECKENRIDGE,48615,48615,"375 ENTERPRISE DRIVE, BRECKENRIDGE, MI"
B4986,"MICHIGAN AGRICULTURAL COMMODITIES, INC",7575 MONROE RD,BRECKENRIDGE,48615,48615,"7575 MONROE RD, BRECKENRIDGE, MI"
U18070239,CLARE COUNTY GENERAL,ANY CLARE COUNTY ROAD,ANY CLARE CO. TOWN,48617,48617,"ANY CLARE COUNTY ROAD, ANY CLARE CO. TOWN, MI"
P1111,FAIRSALVAGE COMPANY,2731 EAST GRASS LAKE ROAD,CLARE,48617,48617,"2731 EAST GRASS LAKE ROAD, CLARE, MI"
P0161,"SCHUNKS ROCK FARM, LLC",5503 SOUTH CORNWELL AVE,CLARE,48617,48617,"5503 SOUTH CORNWELL AVE, CLARE, MI"
N1356,"HUHTAMAKI, INC.",5700 W SHAFFER RD,COLEMAN,48618,48618,"5700 W SHAFFER RD, COLEMAN, MI"
F5126,ROBINSON INDUSTRIES INC,3051 CURTICE RD,COLEMAN,48618,48618,"3051 CURTICE RD, COLEMAN, MI"
N0810,ROBINSON INDUSTRIES INC,4451 N M18,COLEMAN,48618,48618,"4451 N M18, COLEMAN, MI"
N8070,"RIVERSIDE ENERGY MICHIGAN, LLC - NEW CALEDONIA CPF",NW NE SEC 20 T8N R6E,CALEDONIA TWP,48619,48619,"NW NE SEC 20 T8N R6E, CALEDONIA TWP, MI"
P0184,"LAMBDA ENERGY RESOURCES, LLC - WINSTON CHURCHILL",W. BAILY RD NE 1/4 OF THE SE 1/4 SEC 21 AND,COMINS,48619,48619,"W. BAILY RD NE 1/4 OF THE SE 1/4 SEC 21 AND, COMINS, MI"
N7463,"RIVERSIDE ENERGY MICHIGAN, LLC -  ELMER FUDD EAST",SEC 07 T28N R03E NE SE,COMINS,48619,48619,"SEC 07 T28N R03E NE SE, COMINS, MI"
P0556,"NUENERGY OPERATING, INC. (ZEBULON 16 CPF)","CLINTON TWP., SECTION 16",COMINS,48621,48621,"CLINTON TWP., SECTION 16, COMINS, MI"
B7294,"LEAR CORPORATION, FARWELL PLANT",505 HOOVER ST,FARWELL,48622,48622,"505 HOOVER ST, FARWELL, MI"
N8002,"NEXT DOOR OPERATIONS, LLC - SOIL REMEDIATION SYS",STORE #12 493 E MAIN ST,FARWELL,48622,48622,"STORE #12 493 E MAIN ST, FARWELL, MI"
P0983,"FALCON RME, LLC",2600 W SALZBURG ROAD,AUBURN,48623,48623,"2600 W SALZBURG ROAD, AUBURN, MI"
U26070242,GLADWIN COUNTY GENERAL,ANY GLADWIN CO. RD,ANY GLADWIN CO. TOWN,48624,48624,"ANY GLADWIN CO. RD, ANY GLADWIN CO. TOWN, MI"
N1314,GLADWIN METAL PROCESSING,795 EAST MAPLE STREET,GLADWIN,48624,48624,"795 EAST MAPLE STREET, GLADWIN, MI"
P0190,GREAVES TRUCKING INC,BUZZELL RD PIT 3/4 MILE W OF M18,GLADWIN,48624,48624,"BUZZELL RD PIT 3/4 MILE W OF M18, GLADWIN, MI"
P0751,SURREY VETERINARY CLINIC LLC,3598 S. CLARE AVE.,CLARE,48625,48625,"3598 S. CLARE AVE., CLARE, MI"
P0146,ARDEN SHELL TRUCKING & EXCAVATING LLC,"EAST LILY LAKE RD - SEC 28, T19N, R4W",HARRISON,48625,48625,"EAST LILY LAKE RD - SEC 28, T19N, R4W, HARRISON, MI"
P0568,COBRA SUMMERFIELD BOOSTER,"T20N R6W, SE 1/4 OF SE 1/4 OF SECTION 12",HARRISON,48625,48625,"T20N R6W, SE 1/4 OF SE 1/4 OF SECTION 12, HARRISON, MI"
N5935,DTE GAS COMPANY - ALPENA COMPRESSOR STATION,8512 EAST ARNOLD LAKE ROAD,HARRISON,48625,48625,"8512 EAST ARNOLD LAKE ROAD, HARRISON, MI"
N5579,DTE NORTH HAMILTON GATE STATION,6424 E HAMILTON,HARRISON,48625,48625,"6424 E HAMILTON, HARRISON, MI"
N7973,MUSKEGON DEV CO- KELLY-OIL PROD FAC,BALSAM RD SEC 23 T19N R3W,HARRISON,48625,48625,"BALSAM RD SEC 23 T19N R3W, HARRISON, MI"
N7790,MUSKEGON DEVELOPMENT COMPANY -- STRAUB FACILITY,NE NW SEC 10 T20N R3W,HARRISON,48625,48625,"NE NW SEC 10 T20N R3W, HARRISON, MI"
N6010,NORTHERN OAKS RECYCLING AND DISPOSAL FACILITY,513 N. COUNTY FARM ROAD,HARRISON,48625,48625,"513 N. COUNTY FARM ROAD, HARRISON, MI"
B4212,"DDP SPECIALTY ELECTRONIC MATERIALS US9, LLC",1635 N GLEANER RD,HEMLOCK,48626,48626,"1635 N GLEANER RD, HEMLOCK, MI"
B2644,HEMLOCK SEMICONDUCTOR OPERATIONS LLC,12334  GEDDES RD.,HEMLOCK,48626,48626,"12334  GEDDES RD., HEMLOCK, MI"
N5875,SAGINAW WILBERT VAULT CORP,465 KING ST,HEMLOCK,48626,48626,"465 KING ST, HEMLOCK, MI"
N1394,CARRICK CONCRETE - CONCRETE BATH PLANT,7535 W EMERY ROAD,HOUGHTON LAKE,48629,48629,"7535 W EMERY ROAD, HOUGHTON LAKE, MI"
N6749,"CARRICK TRUCKING  & GRAVEL, INC.",7535 WEST EMERY ROAD,HOUGHTON LAKE,48629,48629,"7535 WEST EMERY ROAD, HOUGHTON LAKE, MI"
N0924,MUSKEGON DEVELOPMENT--HEADQUARTERS--SOUR ZONE CPF,"SE SE SECTION 29, T21N, R3W",HOUGHTON LAKE,48629,48629,"SE SE SECTION 29, T21N, R3W, HOUGHTON LAKE, MI"
P0370,"PARTRIDGE ENTERPRISES, INC.",9193 W HOUGHTON LAKE DR,HOUGHTON LAKE,48629,48629,"9193 W HOUGHTON LAKE DR, HOUGHTON LAKE, MI"
P0506,"ELMER’S CRANE & DOZER, INC. - M72 PIT MAPLE CITY",2272 W. M-72,EMPIRE,48630,48630,"2272 W. M-72, EMPIRE, MI"
P0485,AARON ELEK  III ESTATE - LOZO 1-34,S1/2      NE1/4     NE 1/4     SEC 34      T15N   R4E,KAWKAWLIN,48631,48631,"S1/2      NE1/4     NE 1/4     SEC 34      T15N   R4E, KAWKAWLIN, MI"
P0483,AARON ELEK  III ESTATE - PAIGE 1-34,S1/2     NW 1/4      SE1/4       SEC 34      T15N    R4E,KAWKAWLIN,48631,48631,"S1/2     NW 1/4      SE1/4       SEC 34      T15N    R4E, KAWKAWLIN, MI"
P0484,AARON ELEK  III ESTATE - SCHWAB 2-28,S1/2    NE 1/4      SE1/4    SEC 28    T15N    R4E,KAWKAWLIN,48631,48631,"S1/2    NE 1/4      SE1/4    SEC 28    T15N    R4E, KAWKAWLIN, MI"
P0482,AARON ELEK  III ESTATE - WENDT 2-34,S1/2     SE 1/4      SW1/4       SEC 34    T15N   R4E,KAWKAWLIN,48631,48631,"S1/2     SE 1/4      SW1/4       SEC 34    T15N   R4E, KAWKAWLIN, MI"
P0481,AARON ELEK III ESTATE - WENDT 1-34,S1/2     SW 1/4      SE1/4      SEC 34    T15N   R4E,KAWKAWLIN,48631,48631,"S1/2     SW 1/4      SE1/4      SEC 34    T15N   R4E, KAWKAWLIN, MI"
N8085,"S.C. HOLDINGS, INC.",2301 TWO MILE & BEAVER RD,KAWKAWLIN,48631,48631,"2301 TWO MILE & BEAVER RD, KAWKAWLIN, MI"
N3385,SAGINAW BAY PLASTICS INC.,2768 S HURON ROAD,KAWKAWLIN,48631,48631,"2768 S HURON ROAD, KAWKAWLIN, MI"
N5586,ANR PIPELINE COMPANY LINCOLN COMPRESSOR STATION,3991  S. HICKORY,LAKE GEORGE,48633,48633,"3991  S. HICKORY, LAKE GEORGE, MI"
N5581,GREAT LAKES GAS - FARWELL COMPRESSOR STATION 12,3400  HICKORY  RD,LAKE GEORGE,48633,48633,"3400  HICKORY  RD, LAKE GEORGE, MI"
N6498,NORTHWOOD ENERGY CORP.,ST FRASER 1 11 NW SE SEC 11 T16N R4E,FRASER TWP,48634,48634,"ST FRASER 1 11 NW SE SEC 11 T16N R4E, FRASER TWP, MI"
N7031,"RIVERSIDE ENERGY MICHIGAN, LLC - FRASER 8 CPF","FRASER TWP, SECTION 8, T16N, R4E",FRASER TWP,48634,48634,"FRASER TWP, SECTION 8, T16N, R4E, FRASER TWP, MI"
N1703,SUPERIOR VAULT COMPANY,345 EAST MAHONEY STREET,MERRILL,48637,48637,"345 EAST MAHONEY STREET, MERRILL, MI"
N6251,CABOT CORPORATION,3603 S SAGINAW ROAD,MIDLAND,48640,48640,"3603 S SAGINAW ROAD, MIDLAND, MI"
P0698,CINTAS CORPORATION,421 BAYLISS STREET,MIDLAND,48640,48640,"421 BAYLISS STREET, MIDLAND, MI"
N1951,CPI ENGINEERING SERVICES INC,2300 JAMES SAVAGE RD,MIDLAND,48640,48640,"2300 JAMES SAVAGE RD, MIDLAND, MI"
B2465,FISHER SAND AND GRAVEL CO,921 JEFFERSON ST     PO BOX 1271,MIDLAND,48640,48640,"921 JEFFERSON ST     PO BOX 1271, MIDLAND, MI"
N8056,"LAKE PAINTING, INC.",2877 VENTURE DR,MIDLAND,48640,48640,"2877 VENTURE DR, MIDLAND, MI"
A4027,"MCKAY PRESS, INC.",215 STATE ST,MIDLAND,48640,48640,"215 STATE ST, MIDLAND, MI"
B6527,MIDLAND COGENERATION VENTURE,100 E. PROGRESS PLACE,MIDLAND,48640,48640,"100 E. PROGRESS PLACE, MIDLAND, MI"
B5637,MIDLAND IRON WORKS,57 W CHIPPEWA RIVER RD,MIDLAND,48640,48640,"57 W CHIPPEWA RIVER RD, MIDLAND, MI"
N7034,SAGINAW CARBON,2927 VENTURE,MIDLAND,48640,48640,"2927 VENTURE, MIDLAND, MI"
P1026,SK SARAN AMERICAS LLC,3400 SOUTH SAGINAW RD,MIDLAND,48640,48640,"3400 SOUTH SAGINAW RD, MIDLAND, MI"
P0112,SPEEDWAY SUPERAMERICA LLC (SSA #8808),2500 NORTH SAGINAW RD,MIDLAND,48640,48640,"2500 NORTH SAGINAW RD, MIDLAND, MI"
N2183,THERMICO INC,4050 E GORDONVILLE RD,MIDLAND,48640,48640,"4050 E GORDONVILLE RD, MIDLAND, MI"
N2594,VANTEK CORP,1511 E GROVE ST,MIDLAND,48640,48640,"1511 E GROVE ST, MIDLAND, MI"
P0197,BIERLEIN COMPANIES INC,2000 BAY CITY RD,MIDLAND,48642,48642,"2000 BAY CITY RD, MIDLAND, MI"
P0269,"BIERLEIN COMPANIES, INC.",2000 BAY CITY ROAD,MIDLAND,48642,48642,"2000 BAY CITY ROAD, MIDLAND, MI"
N5488,BIERLEIN DEMOLITION CONTRACT,2000 BAY CITY ROAD,MIDLAND,48642,48642,"2000 BAY CITY ROAD, MIDLAND, MI"
B2510,CASE SYSTEMS INC,2700 JAMES SAVAGE RD,MIDLAND,48642,48642,"2700 JAMES SAVAGE RD, MIDLAND, MI"
N6004,CITY OF MIDLAND UTILITIES DIVISION,4311 E. ASHMAN ST.,MIDLAND,48642,48642,"4311 E. ASHMAN ST., MIDLAND, MI"
N6801,ENVIROTECH COATINGS LLC,1900 AUSTIN ST,MIDLAND,48642,48642,"1900 AUSTIN ST, MIDLAND, MI"
P0555,"FALCON ROAD MAINTENANCE EQUIPMENT, LLC",120 WALDO AVENUE,MIDLAND,48642,48642,"120 WALDO AVENUE, MIDLAND, MI"
P0111,MCKAY PRESS INC,7600 WEST WACKERLY STREET,MIDLAND,48642,48642,"7600 WEST WACKERLY STREET, MIDLAND, MI"
N0496,QUAD/GRAPHICS,1700 JAMES SAVAGE RD,MIDLAND,48642,48642,"1700 JAMES SAVAGE RD, MIDLAND, MI"
N5153,SCIENTIFIC ANGLERS 3M,4100 JAMES SALVAGE RD,MIDLAND,48642,48642,"4100 JAMES SALVAGE RD, MIDLAND, MI"
N6104,"RIVERSIDE ENERGY MICHIGAN, LLC - ELMER FUDD 1","SW/4, NE/4, NE/4, T28N, R2E SEC 5",ELMER TWP,48647,48647,"SW/4, NE/4, NE/4, T28N, R2E SEC 5, ELMER TWP, MI"
P0461,AUBURN BEAN & GRAIN,18413 S. OAKLEY ROAD,OAKLEY,48649,48649,"18413 S. OAKLEY ROAD, OAKLEY, MI"
P1098,"COMPASSIONATE ADVISORS-PINCANNA, LLC",419 E PINCONNING ROAD,PINCONNING,48650,48650,"419 E PINCONNING ROAD, PINCONNING, MI"
P0437,"ENERGY DEVELOPMENTS PINCONNING, LLC",2403 E. WHITEFEATHER ROAD,PINCONNING,48650,48650,"2403 E. WHITEFEATHER ROAD, PINCONNING, MI"
N8288,PINCONNING COMPRESSOR STATION,W CODY ESTEY RD,PINCONNING,48650,48650,"W CODY ESTEY RD, PINCONNING, MI"
B2482,"TUBULAR METAL SYSTEMS, LLC",401 E FIFTH ST,PINCONNING,48650,48650,"401 E FIFTH ST, PINCONNING, MI"
N5985,WHITEFEATHER LANDFILL,2401 E. WHITEFEATHER ROAD,PINCONNING,48650,48650,"2401 E. WHITEFEATHER ROAD, PINCONNING, MI"
N1359,AUTUMN VALLEY CREMATORY,2063 NORWAY LANE,PRUDENVILLE,48651,48651,"2063 NORWAY LANE, PRUDENVILLE, MI"
N0356,LAKESHORE CONCRETE INC,2018 W HOUGHTON LAKE DR,PRUDENVILLE,48651,48651,"2018 W HOUGHTON LAKE DR, PRUDENVILLE, MI"
B1988,LEAR CORPORATION,10161 N ROSCOMMON RD,ROSCOMMON,48653,48653,"10161 N ROSCOMMON RD, ROSCOMMON, MI"
N2184,RIETH RILEY CONSTRUCTION CO INC,3401 LANDFILL RD,ROSCOMMON,48653,48653,"3401 LANDFILL RD, ROSCOMMON, MI"
N1355,BREITBURN OPERATING LP - FOSTER 28 CPF,HEATH ROAD,ROSE CITY,48654,48654,"HEATH ROAD, ROSE CITY, MI"
