id,name,address,city,zip_code,county,full_address
N5864,"ADIENT US, LLC",49200 HALYARD DR,PLYMOUTH,48170,48170,"49200 HALYARD DR, PLYMOUTH, MI"
M4787,AT&T,1316 ANN ARBOR RD,PLYMOUTH,48170,48170,"1316 ANN ARBOR RD, PLYMOUTH, MI"
N7651,ATLAS TUBE INC,13101 ECKLES RD,PLYMOUTH,48170,48170,"13101 ECKLES RD, PLYMOUTH, MI"
N8040,"AUNT MILLIE'S BAKERIES, PLYMOUTH",45789 PORT ST,PLYMOUTH,48170,48170,"45789 PORT ST, PLYMOUTH, MI"
N7146,AVL POWERTRAIN ENGINEERING INC,47519 HALYARD DRIVE,PLYMOUTH,48170,48170,"47519 HALYARD DRIVE, PLYMOUTH, MI"
M4505,AWTEC,14920 KEEL STREET,PLYMOUTH,48170,48170,"14920 KEEL STREET, PLYMOUTH, MI"
P0701,BAUD INDUSTRIES INC.,47576 HALYARD DRIVE,PLYMOUTH,48170,48170,"47576 HALYARD DRIVE, PLYMOUTH, MI"
N7422,"CYGNET AUTOMATED CLEANING, L.L.C.",45889 MAST STREET,PLYMOUTH,48170,48170,"45889 MAST STREET, PLYMOUTH, MI"
P0997,"CYGNET AUTOMATED CLEANING, LLC",9120 GENERAL DRIVE,PLYMOUTH,48170,48170,"9120 GENERAL DRIVE, PLYMOUTH, MI"
N1105,DHAKE INDUSTRIES,15169 NORTHVILLE RD,PLYMOUTH,48170,48170,"15169 NORTHVILLE RD, PLYMOUTH, MI"
A8448,"DURR SYSTEMS, INC.",40600 PLYMOUTH RD,PLYMOUTH,48170,48170,"40600 PLYMOUTH RD, PLYMOUTH, MI"
N6327,"FEDERAL-MOGUL POWERTRAIN, LLC",47001 PORT ST,PLYMOUTH,48170,48170,"47001 PORT ST, PLYMOUTH, MI"
P1010,FUYAO AUTOMOTIVE NORTH AMERICA,909 NORTH SHELDON ROAD,PLYMOUTH,48170,48170,"909 NORTH SHELDON ROAD, PLYMOUTH, MI"
P0168,HUMANETICS,47460 GALLEON DR,PLYMOUTH,48170,48170,"47460 GALLEON DR, PLYMOUTH, MI"
N7569,"ISUZU TECHNICAL CENTER OF AMERICA, INC",46401 COMMERCE CENTER DR,PLYMOUTH,48170,48170,"46401 COMMERCE CENTER DR, PLYMOUTH, MI"
N7067,LOC PAC INC,13505 HAGGERTY RD,PLYMOUTH,48170,48170,"13505 HAGGERTY RD, PLYMOUTH, MI"
N7110,LOC PAC INC,201 INDUSTRIAL DR,PLYMOUTH,48170,48170,"201 INDUSTRIAL DR, PLYMOUTH, MI"
P0594,MAGNA CLOSURES LIGHTING DIVISION,46600 PORT STREET,PLYMOUTH,48170,48170,"46600 PORT STREET, PLYMOUTH, MI"
P0316,MAHLE POWERTRAIN LLC,14900 GALLEON COURT,PLYMOUTH,48170,48170,"14900 GALLEON COURT, PLYMOUTH, MI"
A7084,PACKAGING CORPORATION OF AMERICA,936 SHELDON RD,PLYMOUTH,48170,48170,"936 SHELDON RD, PLYMOUTH, MI"
P0869,PLYMOUTH FURNITURE REFINISHING,9173 GENERAL COURT,PLYMOUTH,48170,48170,"9173 GENERAL COURT, PLYMOUTH, MI"
M4639,POOF-SLINKY INC,45605 HELM ST,PLYMOUTH,48170,48170,"45605 HELM ST, PLYMOUTH, MI"
N7616,RMT WOODWORTH HEAT TREAT,45755 FIVE MILE RD,PLYMOUTH,48170,48170,"45755 FIVE MILE RD, PLYMOUTH, MI"
B8951,ROCK TOOL & MACHINE,45145 FIVE MILE RD,PLYMOUTH,48170,48170,"45145 FIVE MILE RD, PLYMOUTH, MI"
N8179,SEE M4787 MI BELL TELEPHONE CO DBA AT & T MICHIGAN,1360 W ANN ARBOR RD,PLYMOUTH,48170,48170,"1360 W ANN ARBOR RD, PLYMOUTH, MI"
U82100426,"SHELL GAS STATION #2543, TRUE NORTH ENERGY, INC.",47373 FIVE MILE ROAD,PLYMOUTH,48170,48170,"47373 FIVE MILE ROAD, PLYMOUTH, MI"
N7731,SKYWAY PRECISION INC.,300 DUNN ST,PLYMOUTH,48170,48170,"300 DUNN ST, PLYMOUTH, MI"
N0266,SUN PLASTIC COATING CO,42105 POSTIFF DRIVE,PLYMOUTH,48170,48170,"42105 POSTIFF DRIVE, PLYMOUTH, MI"
N7871,TOWER AUTOMOTIVE,43955 PLYMOUTH OAKS BLVD,PLYMOUTH,48170,48170,"43955 PLYMOUTH OAKS BLVD, PLYMOUTH, MI"
B3625,TROY DESIGN AND MANUFACTURING,14425 SHELDON RD,PLYMOUTH,48170,48170,"14425 SHELDON RD, PLYMOUTH, MI"
P1143,WEBASTO ROOF SYSTEMS,14200 NORTH HAGGERTY ROAD,PLYMOUTH,48170,48170,"14200 NORTH HAGGERTY ROAD, PLYMOUTH, MI"
N7512,"WEBASTO-EDSCHA CABRIO USA, INC.",14988 PILOT DR.,PLYMOUTH,48170,48170,"14988 PILOT DR., PLYMOUTH, MI"
M4836,"ILMOR ENGINEERING, INC.",43939 PLYMOUTH OAKS BLVD,PLYMOUTH TWP,48170,48170,"43939 PLYMOUTH OAKS BLVD, PLYMOUTH TWP, MI"
N7632,MICHIGAN FUELS INC,1545 WEST ANN ARBOR RD,PLYMOUTH TWP,48170,48170,"1545 WEST ANN ARBOR RD, PLYMOUTH TWP, MI"
M4086,TOYOTA MOTOR NORTH AMERICA,14655 JIB STREET,PLYMOUTH TWP,48170,48170,"14655 JIB STREET, PLYMOUTH TWP, MI"
M4722,SORA LIMESTONE QUARRY,20837 N HURON RIVER DR,BROWNSTOWN,48173,48173,"20837 N HURON RIVER DR, BROWNSTOWN, MI"
M4853,SOUTH HURON VALLEY UTILITY AUTHORITY POTW,34001 W JEFFERSON AVE,BROWNSTOWN,48173,48173,"34001 W JEFFERSON AVE, BROWNSTOWN, MI"
P0766,HYCAL,27800 W.JEFFERSON AVENUE,GIBRALTAR,48173,48173,"27800 W.JEFFERSON AVENUE, GIBRALTAR, MI"
N7642,BRADENBURG INDUSTRIAL SERVICE CO,21702 HURON RIVER DR.,ROCKWOOD,48173,48173,"21702 HURON RIVER DR., ROCKWOOD, MI"
N7904,JENNIFER CREMATION INC,21293 RUSSELL,ROCKWOOD,48173,48173,"21293 RUSSELL, ROCKWOOD, MI"
M4407,R J MARSHALL CO,21220 HURON RIVER DR,ROCKWOOD,48173,48173,"21220 HURON RIVER DR, ROCKWOOD, MI"
A7757,U S SILICA CO,20837 N HURON RIVER DR,ROCKWOOD,48173,48173,"20837 N HURON RIVER DR, ROCKWOOD, MI"
P0024,A123 SYSTEMS,38100 ECORSE,ROMULUS,48174,48174,"38100 ECORSE, ROMULUS, MI"
B3120,AJAX MATERIALS CORPORATION,8744 INKSTER ROAD,ROMULUS,48174,48174,"8744 INKSTER ROAD, ROMULUS, MI"
N1917,"AJAX PAVING INDUSTRIES, INC.",DETROIT METROPOLITAN AIRPORT,ROMULUS,48174,48174,"DETROIT METROPOLITAN AIRPORT, ROMULUS, MI"
M4558,BODYCOTE THERMAL PROCESSING INC.,38100 JAY KAY DRIVE,ROMULUS,48174,48174,"38100 JAY KAY DRIVE, ROMULUS, MI"
B2174,"CADILLAC ASPHALT, LLC, ROMULUS",13501 HURON RIVER RD,ROMULUS,48174,48174,"13501 HURON RIVER RD, ROMULUS, MI"
M4744,DETROIT AUTOMATIC TOOLING,12275 HURON RIVER DR,ROMULUS,48174,WAYNE,"12275 HURON RIVER DR, ROMULUS, MI"
N3024,FEDERAL SCREW WORKS,34846 GODDARD RD.,ROMULUS,48174,WAYNE,"34846 GODDARD RD., ROMULUS, MI"
N7697,"FINTEX, LLC",8900 INKSTER RD,ROMULUS,48174,WAYNE,"8900 INKSTER RD, ROMULUS, MI"
B3241,FORD MOTOR CO BROWNSTOWN,25555  PENNSYLVANIA RD,ROMULUS,48174,WAYNE,"25555  PENNSYLVANIA RD, ROMULUS, MI"
B5815,GENERAL MOTORS ROMULUS ENGINE PLANT,36880 ECORSE RD,ROMULUS,48174,WAYNE,"36880 ECORSE RD, ROMULUS, MI"
M4074,GMA INDUSTRIES INC,38127 ECORSE RD,ROMULUS,48174,WAYNE,"38127 ECORSE RD, ROMULUS, MI"
M4839,GREAT LAKES WATER AUTHORITY - WICK PUMP STATION,32280 WICK ROAD,ROMULUS,48174,WAYNE,"32280 WICK ROAD, ROMULUS, MI"
N7245,INDIAN TRAILS INC,28685 SMITH RD,ROMULUS,48174,WAYNE,"28685 SMITH RD, ROMULUS, MI"
P0966,JOHN JOHNSON COMPANY,15500 OAKWOOD,ROMULUS,48174,WAYNE,"15500 OAKWOOD, ROMULUS, MI"
B2658,KERR CORPORATION / ROMO MANUFACTURING,28200 WICK ROAD,ROMULUS,48174,WAYNE,"28200 WICK ROAD, ROMULUS, MI"
N7836,KREHER WIRE PROCESSING INC,34822 GODDARD RD,ROMULUS,48174,WAYNE,"34822 GODDARD RD, ROMULUS, MI"
B9201,MPLX TERMINALS LLC - ROMULUS TERMINAL,28001 CITRIN DR,ROMULUS,48174,WAYNE,"28001 CITRIN DR, ROMULUS, MI"
P1092,PENSKE LOGISTICS,15520 WAYNE ROAD,ROMULUS,48174,WAYNE,"15520 WAYNE ROAD, ROMULUS, MI"
M4796,"REPUBLIC INDUSTRIAL AND ENERGY SOLUTIONS, LLC",28470 CITRIN DRIVE,ROMULUS,48174,WAYNE,"28470 CITRIN DRIVE, ROMULUS, MI"
B9206,SUNOCO PARTNERS MARKETING & TERMINALS LP - ROMULUS,29120 WICK RD,ROMULUS,48174,WAYNE,"29120 WICK RD, ROMULUS, MI"
B3113,SUPERIOR MATERIALS LLC,39001 HURON RIVER DRIVE,ROMULUS,48174,WAYNE,"39001 HURON RIVER DRIVE, ROMULUS, MI"
P1238,SYNERGY PSM CORPORATION,6760 METROPLEX DRIVE,ROMULUS,48174,WAYNE,"6760 METROPLEX DRIVE, ROMULUS, MI"
P1119,TORE CORP DBA ELITE CRUSHING,37500 NORTHLINE ROAD,ROMULUS,48174,WAYNE,"37500 NORTHLINE ROAD, ROMULUS, MI"
H6092,UNIVAR SOUUTIONS USA INC. - ROMULUS BRANCH,13395 HURON RIVER DR,ROMULUS,48174,WAYNE,"13395 HURON RIVER DR, ROMULUS, MI"
B5451,US ECOLOGY ROMULUS,36345 VAN BORN RD,ROMULUS,48174,WAYNE,"36345 VAN BORN RD, ROMULUS, MI"
B4550,VACUUM ORNA METAL INC,11380  HARRISON RD,ROMULUS,48174,WAYNE,"11380  HARRISON RD, ROMULUS, MI"
M4492,WOODBRIDGE FOAM CORP,15573 OAKWOOD DR,ROMULUS,48174,WAYNE,"15573 OAKWOOD DR, ROMULUS, MI"
M4268,AMERICAN SOY PRODUCTS,1474 N WOODLAND DR,SALINE,48176,WASHTENAW,"1474 N WOODLAND DR, SALINE, MI"
EN8100026,CAPITOL CLEANERS INC,7075  DELL RD,SALINE,48176,WASHTENAW,"7075  DELL RD, SALINE, MI"
N5404,CITY OF SALINE WWTP,243 MONROE ST,SALINE,48176,WASHTENAW,"243 MONROE ST, SALINE, MI"
P0107,CONDAT CORP,250 SOUTH INDUSTRIAL DR.,SALINE,48176,WASHTENAW,"250 SOUTH INDUSTRIAL DR., SALINE, MI"
N0761,CROP PRODUCTION SERVICE,9325 W MICHIGAN AVE,SALINE,48176,WASHTENAW,"9325 W MICHIGAN AVE, SALINE, MI"
B2063,"FAURECIA INTERIOR SYSTEMS SALINE, LLC",7700  MICHIGAN AVE,SALINE,48176,WASHTENAW,"7700  MICHIGAN AVE, SALINE, MI"
N4047,MCNAUGHTON & GUNN,960 WOODLAND DR,SALINE,48176,WASHTENAW,"960 WOODLAND DR, SALINE, MI"
P0901,"PAXTON RESOURCES, KOSHY A1-15 HD1",WEST MICHIGAN AVE. (S OF 9685 W. MICHIGAN AVE.),SALINE,48176,WASHTENAW,"WEST MICHIGAN AVE. (S OF 9685 W. MICHIGAN AVE.), SALINE, MI"
P0615,TOYOTA MOTOR NORTH AMERICA R&D,8777 PLATT ROAD,SALINE,48176,WASHTENAW,"8777 PLATT ROAD, SALINE, MI"
B8176,MARATHON PIPE LINE LLC (SAMARIA),2185 W. SAMARIA RD,SAMARIA,48177,MONROE,"2185 W. SAMARIA RD, SAMARIA, MI"
A4741,"MICHIGAN SEAMLESS TUBE, LLC",400 MC MUNN ST,SOUTH LYON,48178,OAKLAND,"400 MC MUNN ST, SOUTH LYON, MI"
P0914,STEVE'S AUTOBODY,57440 10 MILE ROAD,SOUTH LYON,48178,OAKLAND,"57440 10 MILE ROAD, SOUTH LYON, MI"
U63146495,STEVE'S AUTOBODY,57440 10 MILE ROAD,SOUTH LYON,48178,OAKLAND,"57440 10 MILE ROAD, SOUTH LYON, MI"
B8851,SUN STEEL TREATING INC,550 N MILL ST.,SOUTH LYON,48178,OAKLAND,"550 N MILL ST., SOUTH LYON, MI"
N7618,GREAT LAKES AGGREGATES LLC TEREX FACILITY,5699 READY RD,S ROCKWOOD,48179,MONROE,"5699 READY RD, S ROCKWOOD, MI"
B6447,"GREAT LAKES AGGREGATES, DENSE GRADED JAW PLANT",5699 READY ROAD,S ROCKWOOD,48179,MONROE,"5699 READY ROAD, S ROCKWOOD, MI"
N2627,"GREAT LAKES AGGREGATES, HAZMAG PLANT",5699 READY ROAD,S ROCKWOOD,48179,MONROE,"5699 READY ROAD, S ROCKWOOD, MI"
N5241,"GREAT LAKES AGGREGATES, L.L.C. - SYLVANIA MINERALS",5699 READY ROAD,S ROCKWOOD,48179,MONROE,"5699 READY ROAD, S ROCKWOOD, MI"
N6837,ROCK RECYCLERS,5699 READY RD,S ROCKWOOD,48179,MONROE,"5699 READY RD, S ROCKWOOD, MI"
P0621,3S INTERNATIONAL LLC,27050 TROLLEY INDUSTRIAL,TAYLOR,48180,WAYNE,"27050 TROLLEY INDUSTRIAL, TAYLOR, MI"
M4314,AAA PET SERVICES,25280 PENNSYLVANIA RD.,TAYLOR,48180,WAYNE,"25280 PENNSYLVANIA RD., TAYLOR, MI"
P0210,ADVANCED TESTING & ENGINEERING,12255 DELTA ST,TAYLOR,48180,WAYNE,"12255 DELTA ST, TAYLOR, MI"
M4732,AMCANE SUGAR LLC,21010 TROLLEY INDUSTRIAL DRIVE,TAYLOR,48180,WAYNE,"21010 TROLLEY INDUSTRIAL DRIVE, TAYLOR, MI"
B9036,"BUCKEYE PIPE LINE HOLDINGS, L.P.- TAYLOR TERMINAL",24801 ECORSE RD,TAYLOR,48180,WAYNE,"24801 ECORSE RD, TAYLOR, MI"
B2988,BUCKEYE TERMINAL LCC-DEARBORN TERMINAL,8503 S INKSTER RD,TAYLOR,48180,WAYNE,"8503 S INKSTER RD, TAYLOR, MI"
B9050,BUCKEYE TERMINALS  LLC -DETROIT TAYLOR TERMINAL,8000 BEECH DALY RD S,TAYLOR,48180,WAYNE,"8000 BEECH DALY RD S, TAYLOR, MI"
P0959,BULKMATIC TRANSPORT CO,9450 PELHAM,TAYLOR,48180,WAYNE,"9450 PELHAM, TAYLOR, MI"
M3716,C L RIECKHOFF CO,26265 NORTHLINE,TAYLOR,48180,WAYNE,"26265 NORTHLINE, TAYLOR, MI"
P0559,"CONTINENTAL TIRE THE AMERCAS, LLC",22100 TROLLEY INDUSTRIAL DRIVE,TAYLOR,48180,WAYNE,"22100 TROLLEY INDUSTRIAL DRIVE, TAYLOR, MI"
B9215,COUSINS PETROLEUM,7965 HOLLAND RD,TAYLOR,48180,WAYNE,"7965 HOLLAND RD, TAYLOR, MI"
P0494,CUSTOM COATING TECHNOLOGIES INC.,24341 BREST STREET,TAYLOR,48180,WAYNE,"24341 BREST STREET, TAYLOR, MI"
M4825,DEARBORN MID-WEST COMPANY,20336 SUPERIOR RD,TAYLOR,48180,WAYNE,"20336 SUPERIOR RD, TAYLOR, MI"
B3240,FRITZ ENTERPRISES INC,23550 PENNSYLVANIA RD,TAYLOR,48180,WAYNE,"23550 PENNSYLVANIA RD, TAYLOR, MI"
B4686,"GREAT LAKES AGGREGATES, TAYLOR PLANT",6873 INKSTER RD,TAYLOR,48180,WAYNE,"6873 INKSTER RD, TAYLOR, MI"
M3738,JOE RICCI AUTO GROUP - TAYLOR DEALERS BODY SHOP,12200 TELEGRAPH,TAYLOR,48180,WAYNE,"12200 TELEGRAPH, TAYLOR, MI"
B8747,"JOHNSON MATTHEY, INC.",12600 UNIVERSAL DR,TAYLOR,48180,WAYNE,"12600 UNIVERSAL DR, TAYLOR, MI"
N7755,"JOHNSON MATTHEY, INC.",25201 BREST RD,TAYLOR,48180,WAYNE,"25201 BREST RD, TAYLOR, MI"
N8300,K & S SERVICES,20401 GLADWIN AVE,TAYLOR,48180,WAYNE,"20401 GLADWIN AVE, TAYLOR, MI"
N7691,LEAR - TAYLOR PLANT,26575 NORTHLINE RD,TAYLOR,48180,WAYNE,"26575 NORTHLINE RD, TAYLOR, MI"
N4956,"MPN, INC  DBA ACTIVE RADIATOR",24340 NORTHLINE,TAYLOR,48180,WAYNE,"24340 NORTHLINE, TAYLOR, MI"
M4656,OAKWOOD CUSTOM COATING,12023 DELTA DR,TAYLOR,48180,WAYNE,"12023 DELTA DR, TAYLOR, MI"
P0348,SERENITY CREMATION SERVICES,12613 UNIVERSAL DRIVE,TAYLOR,48180,WAYNE,"12613 UNIVERSAL DRIVE, TAYLOR, MI"
B5046,SMS TECHNICAL SERVICES LLC,15200 HURON ST,TAYLOR,48180,WAYNE,"15200 HURON ST, TAYLOR, MI"
P0754,"SMW MANUFACTURING, INC.",25575 BREST ROAD,TAYLOR,48180,WAYNE,"25575 BREST ROAD, TAYLOR, MI"
N6368,SRGGI ADVANCED DEVELOPMENT CENTER,12620 DELTA DRIVE,TAYLOR,48180,WAYNE,"12620 DELTA DRIVE, TAYLOR, MI"
B9183,SUNOCO PIPELINE L.P. - INKSTER TERMINAL,7155 INKSTER RD,TAYLOR,48180,WAYNE,"7155 INKSTER RD, TAYLOR, MI"
N0506,TAYLOR EAST TERMINAL - BUCKEYE (WAS ATLAS OIL CO),24501 ECORSE RD,TAYLOR,48180,WAYNE,"24501 ECORSE RD, TAYLOR, MI"
N7491,TEAM INDUSTRIAL SERVICES INC.,12640 DELTA ST.,TAYLOR,48180,WAYNE,"12640 DELTA ST., TAYLOR, MI"
M4502,THE COLLISION SHOP,12500 TELEGRAPH,TAYLOR,48180,WAYNE,"12500 TELEGRAPH, TAYLOR, MI"
N6998,THE OAKWOOD GROUP,9755 INKSTER,TAYLOR,48180,WAYNE,"9755 INKSTER, TAYLOR, MI"
N7602,UNIFIRST CORPORATION,6400 MONROE BLVD,TAYLOR,48180,WAYNE,"6400 MONROE BLVD, TAYLOR, MI"
A8209,VINEWOOD METALCRAFT INC,9501 INKSTER RD,TAYLOR,48180,WAYNE,"9501 INKSTER RD, TAYLOR, MI"
B3472,VOSS INDUSTRIES-VOSS TAYLOR DIV,7925 BEECH DALY,TAYLOR,48180,48180,"7925 BEECH DALY, TAYLOR, MI"
N7622,WATSON ENGINEERING,16455 RACHO RD,TAYLOR,48180,48180,"16455 RACHO RD, TAYLOR, MI"
P0553,WINDSOR MACHINE & STAMPING US LTD,26655 NORTHLINE ROAD,TAYLOR,48180,48180,"26655 NORTHLINE ROAD, TAYLOR, MI"
M3599,ZUBOR BUICK INC,14000 TELEGRAPH ROAD,TAYLOR,48180,48180,"14000 TELEGRAPH ROAD, TAYLOR, MI"
P0660,"SUNRISE WINDOWS & DOORS, LTD.",200 ENTERPRISE DR,TEMPERANCE,48182,48182,"200 ENTERPRISE DR, TEMPERANCE, MI"
P0250,GENERAL MOTORS CORP-BROWNSTONE BATTERY ASSEMBLY,20001 BROWNSTOWN CENTER DRIVE,BROWNSTOWN,48183,48183,"20001 BROWNSTOWN CENTER DRIVE, BROWNSTOWN, MI"
P0731,"J & A CREMATION, INC",23700 WEST ROAD,BROWNSTOWN,48183,48183,"23700 WEST ROAD, BROWNSTOWN, MI"
P0294,MID MICHIGAN CRUSHING & RECYCLING LLC-FENTON,17195 SILVER PARKWAY #314,FENTON,48183,48183,"17195 SILVER PARKWAY #314, FENTON, MI"
K1283,BEAUMONT HEALTH TRENTON HOSPITAL,5450 FORT STREET,TRENTON,48183,48183,"5450 FORT STREET, TRENTON, MI"
M4852,CREST INDUSTRIES,1337 KING,TRENTON,48183,48183,"1337 KING, TRENTON, MI"
B2116,DETROIT STEEL CO TRENTON,1491 W JEFFERSON AVE,TRENTON,48183,48183,"1491 W JEFFERSON AVE, TRENTON, MI"
B2811,DTE ELECTRIC COMPANY - TRENTON CHANNEL POWER PLANT,4695  W JEFFERSON AVE,TRENTON,48183,48183,"4695  W JEFFERSON AVE, TRENTON, MI"
B3350,FCA US LLC – TRENTON ENGINE COMPLEX,2300  VAN HORN RD,TRENTON,48183,48183,"2300  VAN HORN RD, TRENTON, MI"
M4779,SIBLEY LIMESTONE QUARRY,801 FORT ST,TRENTON,48183,48183,"801 FORT ST, TRENTON, MI"
B2155,SOLUTIA INC,5100 W JEFFERSON AVE,TRENTON,48183,48183,"5100 W JEFFERSON AVE, TRENTON, MI"
B7155,WOLVERINE PIPELINE CO,20491 WEST RD,TRENTON,48183,48183,"20491 WEST RD, TRENTON, MI"
B2158,"BUCKEYE TERMINALS, LLC - WOODHAVEN TERMINAL",20755  WEST RD,WOODHAVEN,48183,48183,"20755  WEST RD, WOODHAVEN, MI"
A8651,"FORD MOTOR COMPANY, WOODHAVEN STAMPING PLANT",20900 WEST RD,WOODHAVEN,48183,48183,"20900 WEST RD, WOODHAVEN, MI"
M2363,MARATHON PIPE LINE LLC (WOODHAVEN),24400  ALLEN RD,WOODHAVEN,48183,48183,"24400  ALLEN RD, WOODHAVEN, MI"
N6965,"MCINERNEY'S WOODHAVEN CHRYSLER-JEEP, INC.",23940 ALLEN ROAD,WOODHAVEN,48183,48183,"23940 ALLEN ROAD, WOODHAVEN, MI"
P0317,AMERESCO WOODLAND MEADOWS ROMULUS LLC,4620 HANNAN RD,CANTON TWP,48184,48184,"4620 HANNAN RD, CANTON TWP, MI"
B8735,AMERICAN JETWAY CORP,34136 MYRTLE ST,WAYNE,48184,48184,"34136 MYRTLE ST, WAYNE, MI"
K1260,BEAUMONT HOSPITAL - WAYNE,33155 ANNAPOLIS,WAYNE,48184,48184,"33155 ANNAPOLIS, WAYNE, MI"
N5861,CUL-MAC INDUSTRIES LLC,3720 S VENOY,WAYNE,48184,48184,"3720 S VENOY, WAYNE, MI"
A8650,FORD MOTOR CO/ WAYNE COMPLEX,37625 MICHIGAN AVE,WAYNE,48184,48184,"37625 MICHIGAN AVE, WAYNE, MI"
P0979,"GROUND EFFECTS, LLC",39055 MAPLE ROAD,WAYNE,48184,48184,"39055 MAPLE ROAD, WAYNE, MI"
M4820,MCCOIG MATERIALS,5501 COGSWELL,WAYNE,48184,48184,"5501 COGSWELL, WAYNE, MI"
N8006,"MICHIGAN BELL TELEPHONE, DBA AT&T MICHIGAN",34656 MICHIGAN AVE,WAYNE,48184,48184,"34656 MICHIGAN AVE, WAYNE, MI"
B3366,"MICRO PLATERS SALES, INC.",38300 VAN BORN ROAD,WAYNE,48184,48184,"38300 VAN BORN ROAD, WAYNE, MI"
K9207,"NICHOLS ANIMAL HOSPITAL, P.C.",36912 VAN BORN ROAD,WAYNE,48184,48184,"36912 VAN BORN ROAD, WAYNE, MI"
N7161,POLYCHEMIE,38070 VAN BORN ROAD,WAYNE,48184,48184,"38070 VAN BORN ROAD, WAYNE, MI"
B3514,SPAS DIRECT,35815 CLINTON ST,WAYNE,48184,48184,"35815 CLINTON ST, WAYNE, MI"
N7066,SUMPTER ENERGY ASSOCIATES,5900 HANNAN ROAD,WAYNE,48184,48184,"5900 HANNAN ROAD, WAYNE, MI"
A8019,UNISTRUT INTERNATIONAL CORPORATION,4205 ELIZABETH STREET,WAYNE,48184,48184,"4205 ELIZABETH STREET, WAYNE, MI"
M4449,WOODLAND MEADOWS RDF,5900 HANNAN,WAYNE,48184,48184,"5900 HANNAN, WAYNE, MI"
M4756,"TPI PETROLEUM, INC.",10840 FENKELL,DETROIT,48185,48185,"10840 FENKELL, DETROIT, MI"
P0693,CINTAS CORPORATION,39145 WEBB DRIVE,WESTLAND,48185,48185,"39145 WEBB DRIVE, WESTLAND, MI"
M4403,D N R INC,38475  WEBB DR,WESTLAND,48185,48185,"38475  WEBB DR, WESTLAND, MI"
P0083,"DANIELS SHARPSMART, INC.",5770 HIX RD,WESTLAND,48185,48185,"5770 HIX RD, WESTLAND, MI"
EN8200312,KERRY CLEANERS,6610 NORTH WAYNE ROAD,WESTLAND,48185,48185,"6610 NORTH WAYNE ROAD, WESTLAND, MI"
N1019,NORTHFIELD MANUFACTURING,38549 WEBB,WESTLAND,48185,48185,"38549 WEBB, WESTLAND, MI"
N5144,"NYX, INC.",1000  MANUFACTURERS DR,WESTLAND,48185,48185,"1000  MANUFACTURERS DR, WESTLAND, MI"
N8037,PERK & BREW CORP,5717 EXECUTIVE DR,WESTLAND,48185,48185,"5717 EXECUTIVE DR, WESTLAND, MI"
N3206,PLASTIPAK PACKAGING INC,1351 HIX RD,WESTLAND,48185,48185,"1351 HIX RD, WESTLAND, MI"
M1455,QUO VADIS THEATRE,7420 WAYNE,WESTLAND,48185,48185,"7420 WAYNE, WESTLAND, MI"
B5642,RED SPOT WESTLAND INC,550 S EDWIN ST,WESTLAND,48186,48186,"550 S EDWIN ST, WESTLAND, MI"
P0071,SPEEDWAY SUPERAMERICA LLC (SSA 8875),37345 CHERRY HILL,WESTLAND,48186,48186,"37345 CHERRY HILL, WESTLAND, MI"
M4132,WALTER P.  REUTHER PSYCHIATRIC HOSPITAL,30901 PALMER RD,WESTLAND,48186,48186,"30901 PALMER RD, WESTLAND, MI"
P0687,ADVANCE ENGINEERING CO.,7505 BARON DRIVE,CANTON TWP,48187,48187,"7505 BARON DRIVE, CANTON TWP, MI"
P1106,"BOYDCOTE THERMAL PROCESSING, INC.",8580 HAGGERTY ROAD,CANTON TWP,48187,48187,"8580 HAGGERTY ROAD, CANTON TWP, MI"
N0516,DURCON INC.,8464 RONDA DR,CANTON TWP,48187,48187,"8464 RONDA DR, CANTON TWP, MI"
M4840,GREAT LAKES WATER AUTHORITY -JOY ROAD PUMP STATION,43127 JOY RD,CANTON TWP,48187,48187,"43127 JOY RD, CANTON TWP, MI"
A8131,"HOWDEN BUFFALO, INC.",8301 RONDA DR.,CANTON TWP,48187,48187,"8301 RONDA DR., CANTON TWP, MI"
N7109,INTERNATIONAL DOOR INC,8001 RONDA DRIVE,CANTON TWP,48187,48187,"8001 RONDA DRIVE, CANTON TWP, MI"
N1022,METALTEC STEEL ABRASIVE CO,41155 JOY RD,CANTON TWP,48187,48187,"41155 JOY RD, CANTON TWP, MI"
P0963,SURFACE SOLUTIONS LLC,41711 JOY,CANTON TWP,48187,48187,"41711 JOY, CANTON TWP, MI"
P0270,CANTON RENEWABLES LLC,4345 S LILLEY ROAD,CANTON TWP,48188,48188,"4345 S LILLEY ROAD, CANTON TWP, MI"
N6009,SAUK TRAIL HILLS DEVELOPMENT,5011 S LILLEY RD,CANTON TWP,48188,48188,"5011 S LILLEY RD, CANTON TWP, MI"
N7444,A & E AGG. INC. (PLANT 2-PONTIAC CRUSHED CEMENT,29001 MICHIGAN AVENUE,INKSTER,48188,48188,"29001 MICHIGAN AVENUE, INKSTER, MI"
B2284,"CADILLAC ASPHALT, L.L.C.",11620 WHITMORE LAKE RD,WHITMORE LAKE,48189,48189,"11620 WHITMORE LAKE RD, WHITMORE LAKE, MI"
N5596,FAST TRACK VENTURES ASQUISITIONS LLC,9885 MAIN ST,WHITMORE LAKE,48189,48189,"9885 MAIN ST, WHITMORE LAKE, MI"
